,steamid,name,kdr,accuracy,htk,shotsfired
959,76561198017578295,pyth =DD,1.2,15,2.7,7914056
960,76561198017671061,suNny,1.2,18,2.9,12405472
961,76561198018566698,[k]KRybeN* esportal.de,1.2,16,2.2,3264431
962,76561198021151093,Crudlayn,1.0,16,1.0,2194837
963,76561198021944987,rito,1.1,16,3.4,2207279
964,76561198023063473,Tw1l1ghTT,1.1,15,2.9,7314870
965,76561198023331622,kkx,1.0,15,3.2,3659104
966,76561198027872106,destroj,1.2,16,2.6,4120605
967,76561198030323900,pNshr-YNWA-,1.0,18,3.9,9475875
968,76561198031549376,rezex,1.3,19,3.2,3954879
969,76561198031560284,CyberFocus,1.3,21,2.5,4629836
970,76561198032847030,JANAVARRR,1.4,14,3.1,2278805
971,76561198035249658,magu,1.2,15,2.8,2739679
972,76561198035541444,eXvolution,1.1,15,3.3,2138421
973,76561198038723264,cKy',1.1,18,3.3,4975549
974,76561198041490927,Zescht,1.1,17,3.5,2058388
975,76561198045817040,KADZIU=),1.2,17,2.9,3289999
976,76561198047721137,Mojop,1.1,17,3.8,1155830
977,76561198050635151,Vegi,1.2,17,3.2,4356290
978,76561198050922008,hades,1.2,17,2.8,3755606
979,76561198053574105,exhie,0.9,17,3.6,4696033
980,76561198055604641,666666,1.0,18,2.9,4934942
981,76561198061796259,ltn:),1.2,17,3.3,21708366
982,76561198064606345,peet,1.2,19,2.7,5761811
983,76561198064877917,COSMEEEN;'[;'./,1.3,19,3.7,6713739
984,76561198071187674,Swanii,0.8,16,3.4,1765290
985,76561198071466122,X,1.6,17,2.7,8001788
986,76561198073597679,Rambofight @ESL Meisterschaft,1.7,19,3.4,787015
987,76561198077245619,kreaz,1.3,17,2.9,6413547
988,76561198078113746,Ryan Gosling,1.0,16,3.7,1470764
989,76561198080246936,soutys,1.2,16,2.9,2952106
990,76561198081834974,dron0,1.1,17,2.8,2798917
991,76561198086453907,Maasha,0.7,13,4.0,1186025
992,76561198089644886,bozydar,1.1,18,3.0,4793800
993,76561198090459061,Killkapi,1.4,16,2.6,5297808
994,76561198090749662,kRRR,0.9,16,3.6,3288267
995,76561198092194473,PeTeeeeR,0.9,15,2.9,8678747
996,76561198099481536,Technik,0.9,15,4.1,1192381
997,76561198101029832,czysik$eN,1.0,16,3.0,3754815
998,76561198123207554,AIMWARE.COM,1.0,16,3.0,2905892
999,76561198128510912,maaro,0.9,14,3.0,2228241
1000,76561198129768412,emol,1.0,15,2.9,8058679
1001,76561198129948167,vieri*,1.1,17,3.3,2525080
1002,76561198134164683,Rocky Balboa,1.1,18,2.4,3386460
1003,76561198139411522,Bultz,1.8,19,3.0,787660
1004,76561198140390131,mhL,1.1,15,2.8,3630322
1005,76561198146391264,discoStar,1.1,16,2.9,4357859
1006,76561198150625317,Sobol,1.5,17,2.9,4414054
1007,76561198150673360,siuhy,1.1,16,2.8,3448690
1008,76561198151621940,junuz,1.0,15,3.1,2086621
1009,76561198156369374,SPELLAN)),0.8,17,3.8,9205626
1010,76561198161817588,reicH_,1.2,20,2.2,1323515
1011,76561198162970216,splawikxd,1.0,15,2.9,4967925
1012,76561198164402219,Highend,1.0,17,3.4,5935265
1013,76561198165407654,crankk,1.3,17,2.9,4195746
1014,76561198169332706,Sosna,1.1,15,3.3,2351822
1015,76561198171246622,froxsh,1.1,17,2.8,3732294
1016,76561198178731731,Pufa,0.8,15,5.8,2661318
1017,76561198182462587,k1to,0.9,16,2.9,4739622
1018,76561198200528830,kub,0.9,15,3.2,3451901
1019,76561198207109432,Rock1nGwOw,1.1,15,3.5,9826780
1020,76561198207670976,grzes1x,1.1,16,3.2,3214399
1021,76561198209850325,grzybJ,1.0,18,3.5,2118121
1022,76561198215214621,shipz[:> VBet.com,0.9,21,3.2,261405
1023,76561198215449844,paTiTekhe_he ;)),1.1,16,3.0,4398102
1024,76561198225325980,S1ELU,1.0,18,2.9,3172904
1025,76561198226414952,`RaveR,1.0,16,2.9,4063513
1026,76561198227616936,barannn,1.0,14,3.1,2767331
1027,76561198236579434,:),0.9,15,3.3,1165863
1028,76561198252434500,F1KU,1.0,16,3.1,4686562
1029,76561198276610460,Spr!Nt2k,1.0,15,3.1,3215340
1030,76561198277558356,JeZyyy,1.1,16,2.6,930496
1031,76561198338536108,EMILKA16,0.9,16,2.7,2402938
1032,76561198401311502,flixje,0.8,16,3.0,888555
1033,76561198402849881,TEQZY,1.3,17,2.6,899030
1034,76561197960285721,TJEm,1.3,18,2.7,2541896
1035,76561197960290668,natu,1.0,16,3.7,4613161
1036,76561197960300577,Soe,1.4,16,2.8,1168887
1037,76561197960321865,mikejuu,1.3,15,2.4,3106533
1038,76561197960323228,Skire,1.4,16,2.9,1391971
1039,76561197960333814,oLa,1.0,16,2.7,834351
1040,76561197960393145,LOLO,0.8,15,3.3,2432127
1041,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1042,76561197960523873,Rejin,1.0,18,3.1,1429745
1043,76561197960601036,luosrevo,1.5,15,2.4,4197187
1044,76561197960848315,neeVe,1.3,18,2.9,1912136
1045,76561197961021014,n0thing,0.9,15,3.4,5150645
1046,76561197961141188,TONI_SOSA,1.4,16,2.5,3271893
1047,76561197962228941,enkay J,1.2,17,3.0,5974118
1048,76561197962736500,It will be work,0.7,15,3.3,3047972
1049,76561197963490133,recki,0.8,15,2.9,5612925
1050,76561197963504595,FASHR;v,1.0,20,3.5,4990486
1051,76561197963631036,BULI,1.2,16,3.5,2196588
1052,76561197963682761,HS,1.1,15,3.1,6140202
1053,76561197965208548,Ballsack Johnson,1.1,18,3.3,7134797
1054,76561197965676129,vertiGo,1.1,16,2.5,2606008
1055,76561197965743043,blackpoisoN,1.5,19,2.7,5334296
1056,76561197966349667,fuuv,1.0,18,3.6,2865953
1057,76561197967498653,V3n0m,1.0,16,3.0,2507479
1058,76561197967702712,Dr. Boom,1.1,18,3.5,5686002
1059,76561197968362117,LEGENDIC,1.4,16,2.7,4887081
1060,76561197969007299,zanoj =8>,1.3,18,2.8,2666355
1061,76561197969216776,CRMJ,1.4,19,2.7,3979920
1062,76561197971345253,twitch.tv/kcNL,1.0,15,3.1,1478990
1063,76561197972985852,CeKTaHT,0.9,20,3.5,8237805
1064,76561197973090481,Son1a,1.0,15,3.1,1108852
1065,76561197973392984,crisby,1.0,17,3.2,6053905
1066,76561197977105184,Ned Kelly,1.2,17,3.3,7510295
1067,76561197977831282,LENZ,0.9,16,3.7,839138
1068,76561197978481975,t4r1k,1.1,17,3.1,5948702
1069,76561197979641161,STEVEOH,1.0,14,3.1,3668222
1070,76561197979887383,slap,1.2,18,2.7,4403963
1071,76561197979912753,rAx,0.9,15,2.7,3498701
1072,76561197980965810,khrystal,1.2,16,2.6,2835861
1073,76561197983031494,felps,1.3,17,3.6,10365908
1074,76561197983189130,pREYH,1.5,14,3.0,2076009
1075,76561197985155371,tAzLaK,1.2,14,2.8,3586317
1076,76561197986277430,xall,1.1,15,2.6,2183090
1077,76561197988602311,t3h,1.1,18,3.0,15386124
1078,76561197988628603,Fredsmager,1.0,17,3.8,5551773
1079,76561197990524332,ScHiScH,1.2,21,3.9,11454
1080,76561197991164537,centeks^,1.1,15,2.7,3887689
1081,76561197991272318,ropz,1.0,24,3.2,2231594
1082,76561197991578584,radicaL3i,1.1,14,2.7,2657073
1083,76561197993995860,flasha,0.9,18,3.6,6550702
1084,76561197995658520,The Divine Master Of The Unknown,1.1,18,2.9,8522519
1085,76561197997382660,574M,0.9,14,3.7,3319944
1086,76561197997890176,.Welushkaa!,1.0,20,3.2,2532938
1087,76561197999388320,NeiL_M [7],0.8,15,3.5,1757098
1088,76561198000078546,Uzzziii;D,1.1,16,3.0,4920733
1089,76561198001645090,Milky,1.7,16,3.3,19737
1090,76561198002617703,altt,1.0,15,3.6,459206
1091,76561198003963074,lamp,1.0,18,3.3,6104831
1092,76561198005424547,TYMO47,0.9,14,2.8,1959261
1093,76561198005596755,fREDI,1.5,15,2.7,6161206
1094,76561198007178241,General Zod,0.9,16,3.5,5519373
1095,76561198007184371,me gucci me gang,1.6,19,3.1,18584275
1096,76561198008271962,R A Z A N,0.5,14,4.6,4288159
1097,76561198012299323,SKYTTEN,1.5,17,2.8,12796552
1098,76561198012862659,KenShqX,1.2,18,3.0,3560904
1099,76561198012944495,omae wa mou shindeiru,1.2,17,2.6,5160259
1100,76561198013603966,starix,0.9,18,3.6,6941408
1101,76561198015534722,Petra,1.3,19,3.2,3513109
1102,76561198017578295,pyth =DD,1.2,15,2.7,7914056
1103,76561198017671061,suNny,1.2,18,2.9,12405472
1104,76561198018008308,AWPimp - Twitch.tv/PimpCSGO,1.3,19,3.2,8759283
1105,76561198018474860,maRky,1.2,16,2.8,8328101
1106,76561198020539756,larsen,1.2,17,2.6,7556580
1107,76561198023207107,Phinx],0.9,13,3.6,903444
1108,76561198024326283,denzel,0.9,17,3.4,2300406
1109,76561198027303538,tabz,1.0,19,3.2,6661090
1110,76561198028700478,nast1a,0.9,17,3.8,5892842
1111,76561198032889500,twitter.com/JelleScsgo,1.1,17,3.0,1888934
1112,76561198033141686,aurorayaaay,0.7,16,3.6,4107243
1113,76561198036987787,nookyyy,1.2,17,2.7,4813232
1114,76561198037812456,ddddddddddd,1.1,14,2.6,8716716
1115,76561198040582929,maxAki,1.4,16,2.7,4688377
1116,76561198048266764,Player,1.2,20,3.9,10918645
1117,76561198054718400,pati,0.9,18,3.7,1577047
1118,76561198061842351,Urosh,1.3,18,2.9,639082
1119,76561198067626498,Pi,1.1,17,3.7,882602
1120,76561198069440940,JAEGARN,1.1,17,3.1,2110675
1121,76561198075489161,El Principal,1.0,17,2.9,3543058
1122,76561198076775225,majken,1.2,15,2.9,6398830
1123,76561198077245619,kreaz,1.3,17,2.9,6413547
1124,76561198078985976,Smurfette,1.0,16,3.3,4140626
1125,76561198083485506,woxic,1.1,16,2.7,4253099
1126,76561198101915120,parma,0.9,17,3.7,2323719
1127,76561198117133515,Muy Criminal,0.7,15,3.1,4736766
1128,76561198119098292,CRUC1AL,1.2,18,2.5,3343864
1129,76561198144245969,mirbit,1.1,17,3.0,5294400
1130,76561198146994644,Si,0.9,18,2.9,2565033
1131,76561198155055663,dream3<R>,1.2,19,3.6,6068876
1132,76561198155572366,basicallybob,0.9,15,3.4,2110513
1133,76561198158120516,Dwizny,0.5,20,4.3,797794
1134,76561198161880087,SolEk,1.1,17,3.0,3351456
1135,76561198164402219,Highend,1.0,17,3.4,5935265
1136,76561198182462587,k1to,0.9,16,2.9,4739622
1137,76561198197207470,khizha,1.0,17,3.5,3578105
1138,76561198317627284,RaveChild,1.1,17,2.7,2509853
1139,76561198386410296,?k,0.8,18,3.0,136956
1140,76561198870011657,spoonlae moonlae,1.3,15,2.7,27256
1141,76561197960301489,Maniac,1.2,19,3.3,9020754
1142,76561197960352570,tow b,0.9,17,2.9,5567280
1143,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1144,76561197960582244,3k2 // Shadow.gg,1.1,16,3.1,1231077
1145,76561197960677505,arya,1.0,15,3.2,3586561
1146,76561197961358863,Goblin,1.2,15,3.0,5400213
1147,76561197962511667,billybob,0.8,18,2.9,3163334
1148,76561197966107627,Save the cheerleader,0.6,18,2.8,3293938
1149,76561197967254554,Eley,1.1,18,3.4,4339303
1150,76561197968931634,iNEB,0.9,17,3.4,3536692
1151,76561197970838518,Relyks,1.0,19,2.9,6033967
1152,76561197972003061,Ex6TenZ,0.9,14,2.9,1197332
1153,76561197972971414,HUNDEN 2-1,0.9,17,4.0,9188547
1154,76561197977831282,LENZ,0.9,16,3.7,839138
1155,76561197978481975,t4r1k,1.1,17,3.1,5948702
1156,76561197979669175,pikansigt,1.3,17,2.7,3699147
1157,76561197980225060,sav,1.1,15,3.0,2330754
1158,76561197988539104,chrisJ,0.9,18,2.7,7034972
1159,76561197989203490,SileNt^v^,1.0,16,3.2,6786597
1160,76561197989620454,minise^,1.1,15,2.6,7392480
1161,76561197990491134,WARDELL.0608,1.1,18,2.6,4873238
1162,76561197991586381,dSWAG,0.9,18,3.3,589318
1163,76561197992778257,saymons,0.8,16,3.8,976366
1164,76561197993533482,llama zakk,1.1,16,3.4,3529772
1165,76561197995102212,tatazin,0.9,17,3.7,7107303
1166,76561197996448605,Mii Uzumaki.,1.0,18,3.8,686164
1167,76561197996820643,Wln,1.2,18,3.5,4306552
1168,76561197998529669,suziii,1.0,19,3.3,2939277
1169,76561198002284085,BLD *,0.9,19,3.9,9349530
1170,76561198005479000,sarina,1.7,17,2.4,1299164
1171,76561198007184371,me gucci me gang,1.6,19,3.1,18584275
1172,76561198009411160,delboNi,1.0,15,3.1,7747507
1173,76561198013386510,bruninh0,0.7,16,3.5,7135810
1174,76561198013603966,starix,0.9,18,3.6,6941408
1175,76561198013648847,messioso,1.0,18,3.5,1265527
1176,76561198013684908,GregN,0.9,20,2.9,885158
1177,76561198014142654,dg-,1.0,17,3.5,4531013
1178,76561198015915061,AntO_oNNN!,0.9,16,3.4,2358467
1179,76561198017015164,AcilioN,1.0,22,3.8,226797
1180,76561198017578295,pyth =DD,1.2,15,2.7,7914056
1181,76561198018008308,AWPimp - Twitch.tv/PimpCSGO,1.3,19,3.2,8759283
1182,76561198018027263,Velho Ditado,1.1,17,2.8,3709800
1183,76561198024923355,teh,1.0,15,3.2,2361118
1184,76561198027870414,pbf1 latampl.pro,0.9,16,3.1,2802891
1185,76561198028292758,HObbit,1.3,18,3.5,4440491
1186,76561198028458803,blameF,1.3,16,2.7,4665725
1187,76561198030323900,pNshr-YNWA-,1.0,18,3.9,9475875
1188,76561198037142092,RKZ^,1.0,12,3.3,3290284
1189,76561198042567819,Hurricanez,0.9,17,4.4,6971490
1190,76561198044145959,xMayaDucasse,1.1,17,2.9,2366410
1191,76561198045722458,pancc,1.0,16,3.4,4638944
1192,76561198046852171,guin,1.3,19,3.4,3021864
1193,76561198049794434,destiny,0.9,17,4.0,14720558
1194,76561198054861139,Brehze,1.2,18,3.3,9066328
1195,76561198054870849,curly fries,1.0,18,3.3,6732270
1196,76561198063598500,CruSad3,0.9,16,4.0,1684411
1197,76561198066701530,iDk,1.1,17,3.4,6900090
1198,76561198068562883,twitch.tv/caafps cs.money,0.7,15,3.6,4333441
1199,76561198069037876,Chuny,1.0,17,4.1,4666155
1200,76561198072264947,Subroza,0.9,16,3.4,8174216
1201,76561198073090527,Missa^R,1.2,17,2.8,4998468
1202,76561198078618475,cAmyy <NeshaStore.com>,1.0,20,3.1,3919509
1203,76561198079604831,daprrr,1.0,15,3.4,7131664
1204,76561198079764052,ecohunger,1.3,18,2.4,3852178
1205,76561198083030857,kenzorka 1xBET,1.0,19,3.5,7228657
1206,76561198088820230,Jujuba,1.4,17,3.0,704125
1207,76561198107668779,rap camis  ;),1.3,19,2.3,2336352
1208,76561198139312718,land1n,1.2,19,2.4,6857682
1209,76561198150087570,RED LeoGOD,1.1,15,3.6,4165176
1210,76561198177796253,KingRaptor,1.3,18,3.3,428493
1211,76561198196480197,mirart,0.8,18,3.3,1946240
1212,76561198352534772,Create,1.1,19,2.6,468862
1213,76561198401311502,flixje,0.8,16,3.0,888555
1214,76561198406660155,-paveL-,0.9,15,3.4,460133
1215,76561198449206392,Rambo,0.7,17,3.9,146954
1216,76561198870011657,spoonlae moonlae,1.3,15,2.7,27256
1217,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1218,76561197960745967,///,1.2,18,2.7,3661454
1219,76561197961358863,Goblin,1.2,15,3.0,5400213
1220,76561197961649142,lottinw-,4.1,26,2.2,1062914
1221,76561197962959954,prawus,0.9,16,3.4,3084035
1222,76561197963335479,KHRN,1.3,17,2.7,7321819
1223,76561197963682761,HS,1.1,15,3.1,6140202
1224,76561197965743043,blackpoisoN,1.5,19,2.7,5334296
1225,76561197967824412,analizator[J]/>,1.6,18,3.0,1068571
1226,76561197967897262,EMEMS,1.3,16,2.9,7967479
1227,76561197968362117,LEGENDIC,1.4,16,2.7,4887081
1228,76561197972971414,HUNDEN 2-1,0.9,17,4.0,9188547
1229,76561197973823676,saju,1.0,16,3.0,5034620
1230,76561197977234684,dipparn,1.1,16,3.0,6131774
1231,76561197979887383,slap,1.2,18,2.7,4403963
1232,76561197984720351,archi,0.9,17,3.4,8948368
1233,76561197986750358,kAliNkA,0.9,18,3.3,7067488
1234,76561197986789371,BOMBARDjERQRWY  d8),1.1,17,3.2,5371458
1235,76561197986831501,xartE,1.3,17,2.9,8896439
1236,76561197987399841,glace,1.1,19,3.3,3814760
1237,76561197988546960,PAGO cs.money,1.1,16,3.0,6227620
1238,76561197988602311,t3h,1.1,18,3.0,15386124
1239,76561197988624850,setonn=D,1.0,16,3.6,5313495
1240,76561197988628603,Fredsmager,1.0,17,3.8,5551773
1241,76561197988901315,COHIBAAAAAAAAAAAAAAAA,1.0,15,3.6,642707
1242,76561197991272318,ropz,1.0,24,3.2,2233599
1243,76561197993995860,flasha,0.9,18,3.6,6550702
1244,76561197995658520,The Divine Master Of The Unknown,1.1,18,2.9,8522519
1245,76561197995875352,ToM223,1.2,14,2.7,6980316
1246,76561197996034832,"""uszy",1.5,19,3.3,5047205
1247,76561197996817514,MOLSI,1.1,16,3.1,5772075
1248,76561198001190139,insidzior,1.0,16,3.6,8018144
1249,76561198001270892,jOELZ-TNT-,1.5,16,2.7,7174465
1250,76561198001557762,robiin),0.9,17,3.2,926625
1251,76561198001596252,IncogNa2,1.2,19,2.5,4384482
1252,76561198002360259,bes,1.0,28,2.3,701251
1253,76561198010436921,hybbb,1.0,14,3.4,3523877
1254,76561198010975327,kressy,1.1,18,3.3,5272201
1255,76561198016026478,SprinTnt,1.0,18,3.2,2370596
1256,76561198016219606,KubiK,1.1,18,3.2,7439931
1257,76561198017015164,AcilioN,1.0,22,3.8,226797
1258,76561198017578295,pyth =DD,1.2,15,2.7,7914056
1259,76561198017619492,niilo,1.0,18,3.2,5795936
1260,76561198021200160,Kasia,1.3,15,3.2,3925288
1261,76561198021944987,rito,1.1,16,3.4,2207279
1262,76561198023331622,kkx,1.0,15,3.2,3659180
1263,76561198027303538,tabz,1.0,19,3.2,6661090
1264,76561198027468816,freddieb,1.2,17,3.2,5729831
1265,76561198027872106,destroj,1.2,16,2.6,4120605
1266,76561198029492496,SZEEJN',1.1,17,2.6,4695774
1267,76561198030323900,pNshr-YNWA-,1.0,18,3.9,9475875
1268,76561198031539050,`Enzo,1.1,15,3.0,6029857
1269,76561198031549376,rezex,1.3,19,3.2,3954879
1270,76561198032847030,JANAVARRR,1.4,14,3.1,2278805
1271,76561198033141686,aurorayaaay,0.7,16,3.6,4107243
1272,76561198034682417,zzag,1.2,18,3.4,2698626
1273,76561198035521802,PETZOR,1.0,15,3.6,1227333
1274,76561198037812456,ddddddddddd,1.1,14,2.6,8716716
1275,76561198040548103,twitch.tv/sandrraa,1.0,13,3.7,2274436
1276,76561198041416993,dychakoko22 o_O,1.5,17,2.8,6641869
1277,76561198045817040,KADZIU=),1.2,17,2.9,3289999
1278,76561198046022938,vanilla,1.0,16,3.1,8695755
1279,76561198046323285,derciak,0.9,18,3.1,7982054
1280,76561198050635151,Vegi,1.2,17,3.2,4356290
1281,76561198050922008,hades,1.2,17,2.8,3755606
1282,76561198053574105,exhie,0.9,17,3.6,4696033
1283,76561198061796259,ltn:),1.2,17,3.3,21708366
1284,76561198064606345,peet,1.2,19,2.7,5761811
1285,76561198069856026,weuleuuw,1.3,15,2.9,9104893
1286,76561198071466122,X,1.6,17,2.7,8001788
1287,76561198077245619,kreaz,1.3,17,2.9,6413547
1288,76561198081834974,dron0,1.1,17,2.8,2798917
1289,76561198083485506,woxic,1.1,16,2.7,4253281
1290,76561198089644886,bozydar,1.1,18,3.0,4793800
1291,76561198090459061,Killkapi,1.4,16,2.6,5297808
1292,76561198092194473,PeTeeeeR,0.9,15,2.9,8678747
1293,76561198109759225,Infinite,1.0,17,3.7,12449439
1294,76561198120334830,Charles Leclerc,1.0,17,3.1,4968820
1295,76561198139315962,olfiiShr,1.1,14,3.1,5327869
1296,76561198140390131,mhL,1.1,15,2.8,3630322
1297,76561198144245969,mirbit,1.1,17,3.0,5294400
1298,76561198150625317,Sobol,1.5,17,2.9,4414595
1299,76561198155055663,dream3<R>,1.2,19,3.6,6069201
1300,76561198156369374,SPELLAN)),0.8,17,3.8,9206258
1301,76561198162970216,splawikxd,1.0,15,2.9,4967925
1302,76561198164402219,Highend,1.0,17,3.4,5935265
1303,76561198165407654,crankk,1.3,17,2.9,4195746
1304,76561198170419997,Vizible,0.9,16,3.4,5803606
1305,76561198171246622,froxsh,1.1,17,2.8,3732294
1306,76561198172567982,axe nt,0.8,17,3.4,4170671
1307,76561198182462587,k1to,0.9,16,2.9,4739958
1308,76561198196480197,mirart,0.8,18,3.3,1946240
1309,76561198200528830,kub,0.9,15,3.2,3452140
1310,76561198207670976,grzes1x,1.1,16,3.2,3214399
1311,76561198215214621,shipz[:> VBet.com,0.9,21,3.2,261405
1312,76561198215449844,paTiTekhe_he ;)),1.1,16,3.0,4398102
1313,76561198245773992,masked,1.0,16,2.7,2595982
1314,76561198252434500,F1KU,1.0,16,3.1,4686971
1315,76561198276610460,Spr!Nt2k,1.0,15,3.1,3215340
1316,76561198351887977,JanicKa,1.1,18,3.1,1065086
1317,76561198429561491,Killem,1.8,20,2.7,233555
1318,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1319,76561197961980258,diamon,1.4,20,3.1,3035571
1320,76561197962959954,prawus,0.9,16,3.4,3084035
1321,76561197963888459,oleek,1.1,15,3.4,675296
1322,76561197967824412,analizator[J]/>,1.6,18,3.0,1068571
1323,76561197987598165,MERiN,0.9,16,4.0,1819586
1324,76561197992993016,lol2x,1.2,20,3.7,904475
1325,76561197998396104,mlynko,1.2,15,3.1,2510852
1326,76561198001190139,insidzior,1.0,16,3.6,8018144
1327,76561198003041501,devo,1.1,17,3.5,6233919
1328,76561198003569759,WRECKAT,1.1,17,3.1,1870458
1329,76561198021291159,Destroyer0fDreams,0.7,17,3.2,3296590
1330,76561198064606345,peet,1.2,19,2.7,5761811
1331,76561198069486868,sir johnyxno rawr!,1.1,12,3.7,1748957
1332,76561198114280783,AKTYWNA KLUSKA,0.7,17,3.7,2048288
1333,76561198165200181,hen1ek,1.1,19,3.5,2997729
1334,76561198183349191,rAjzerw0w,1.3,15,2.6,2071805
1335,76561198229459580,PEJTEROVSKY ;^),1.5,15,3.0,65639
1336,76561198325960344,R1se,1.2,16,3.6,1247260
1337,76561198348734935,kompucik,1.0,18,3.1,1196198
1338,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1339,76561197961708378,dtr,1.3,18,3.0,3524900
1340,76561197967709591,kamilton,1.1,19,3.1,1760095
1341,76561197982497525,Wheelchair owner81,1.0,15,3.6,2190867
1342,76561197989268123,Karno,1.0,17,3.2,1447967
1343,76561197992130074,P4tR0L,1.1,16,3.3,917641
1344,76561197993581673,K\,1.2,14,3.4,937480
1345,76561197993714895,kErni,1.0,16,3.3,2287114
1346,76561197995330685,pwkPS,0.9,14,3.6,500314
1347,76561197996817514,MOLSI,1.1,16,3.1,5772075
1348,76561197998338836,iko,1.2,17,3.6,826364
1349,76561198001450390,Splintus,1.3,21,3.8,4901085
1350,76561198001992508,Matmanek,0.9,15,3.6,2908067
1351,76561198002804059,dworasbOb,1.2,19,3.4,3198353
1352,76561198006391953,tytanowa bania,0.7,16,3.8,203480
1353,76561198007559407,Ukami,1.3,20,3.5,815231
1354,76561198007898901,klbk,1.2,18,3.5,1035117
1355,76561198009933948,sneyq,0.9,16,3.0,1214747
1356,76561198010616271,Robcik Bobcik,1.0,16,3.7,112252
1357,76561198012630067,L9 bartke,1.0,17,3.6,1135913
1358,76561198015529245,KNIFE,1.2,18,3.1,3572560
1359,76561198016920897,ThiZ:D,1.2,19,3.0,1481347
1360,76561198020186856,astar,1.0,14,3.5,599389
1361,76561198020800477,Paproch,1.0,14,3.2,972236
1362,76561198023063473,Tw1l1ghTT,1.1,15,2.9,7314870
1363,76561198023651365,SLq,1.1,15,2.9,2357398
1364,76561198027092464,MLGnom,1.0,16,3.7,41843
1365,76561198027230420,PEROXWAGON,1.0,18,3.2,1592530
1366,76561198028012931,LikeCookie,0.7,15,4.4,464295
1367,76561198028226052,Navari,0.9,16,3.9,1809445
1368,76561198030119507,m4tthi,1.0,17,3.0,3026348
1369,76561198030475713,Denial94,1.9,15,2.2,8137
1370,76561198030784057,tasile,1.1,18,3.8,8430568
1371,76561198034682417,zzag,1.2,18,3.4,2698626
1372,76561198041744056,vinzoff,0.6,16,2.9,1945489
1373,76561198043179436,kukers,1.3,20,2.8,773228
1374,76561198046160896,Bogdan Boner,1.4,16,3.0,3162893
1375,76561198049171595,RockeT,1.2,17,4.6,1258393
1376,76561198053948275,knoX,1.0,16,3.1,2253533
1377,76561198056071517,watsuji,0.9,14,3.0,423368
1378,76561198057550760,Mansa Musa,1.1,17,3.3,2439055
1379,76561198061496920,nobus,1.2,17,3.4,742132
1380,76561198067876079,Alvik,1.2,16,3.0,4445231
1381,76561198068602060,r0ck,1.3,18,3.6,448056
1382,76561198077229812,AngryKrasnal,0.8,15,3.4,632986
1383,76561198079703622,stq,1.1,17,3.2,1864046
1384,76561198084458570,soran,1.1,18,3.2,719151
1385,76561198099941966,spi,0.9,12,4.3,291617
1386,76561198119924503,Kobiet,0.7,15,4.2,623567
1387,76561198132008035,!czaaje,0.8,20,2.7,5953781
1388,76561198132181704,Diabolo77,1.3,16,4.2,1751099
1389,76561198132627879,MorfeuszFromTrashCan,1.1,21,4.0,418718
1390,76561198165440529,souu9x,1.1,17,3.1,3000575
1391,76561198173250889,Abyssal,0.7,17,5.2,2160668
1392,76561198185305094,HiHo2,1.1,15,3.1,1232164
1393,76561198190901119,rajto,0.7,14,3.3,60466
1394,76561198193897511,ike,1.1,17,2.7,830750
1395,76561198248272810,Brajaan313,0.9,14,3.7,341707
1396,76561198257252795,gnuj,1.4,19,3.0,382166
1397,76561198325788988,Ban,1.2,19,3.6,1174865
1398,76561198392906681,"Twice the pride, double the fall",0.6,16,4.1,78151
1399,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1400,76561197975212999,.tORO,1.1,16,3.2,2446246
1401,76561197984781593,[BOT] useless,1.4,17,3.7,1195179
1402,76561197993560861,Ziuu...,0.9,12,2.8,1676245
1403,76561197993965991,Papek,1.0,14,3.5,1332389
1404,76561197998626100,reason,1.3,16,2.6,7437526
1405,76561198001665423,Krajewski,0.8,16,3.7,2592579
1406,76561198002622439,xTie,1.4,15,3.7,1922556
1407,76561198005071109,chyrzy,1.0,14,3.3,1648619
1408,76561198026424901,wooToo,1.2,17,3.1,3501797
1409,76561198029713898,beny,1.1,17,3.4,201382
1410,76561198061665023,EchoL,1.1,19,3.5,2246884
1411,76561198118003756,mag1c,0.9,18,3.2,1029027
1412,76561198818625535,markeloff,0.9,15,3.5,61770
1413,76561197960361964,zaki,7.3,14,0.9,34169
1414,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1415,76561197960725925,Noxen,1.0,15,3.2,1715914
1416,76561197960820628,rpzj,2.1,23,2.5,1672160
1417,76561197960924641,gunnar,1.3,15,3.0,2181226
1418,76561197960971737,XerroL,1.9,21,2.8,512168
1419,76561197961286504,Twitch.tv/Ronnlund,1.1,15,3.5,1189046
1420,76561197961919630,Tenshi,1.1,14,3.4,1435853
1421,76561197962509569,fantabulous.,0.9,18,3.3,1967371
1422,76561197962918276,Turbo,0.7,17,3.7,716762
1423,76561197962948280,Engstrand,1.7,25,3.8,2761199
1424,76561197963515193,Melin,1.1,17,3.5,1105283
1425,76561197964727471,bnt,1.1,19,3.3,7753678
1426,76561197965479091,SpawN,1.0,16,3.1,2946937
