,steamid,name,kdr,accuracy,htk,shotsfired
1889,76561197983207825,Availer  Efrag - Living Esports,0.8,16,4.2,430098
1890,76561197986520119,r1d3R ``,1.2,19,3.4,3570965
1891,76561197986561969,@superStar,0.9,16,3.2,964161
1892,76561197986801171,TheOne MDLP,1.1,18,3.6,5803984
1893,76561197987662548,CASHONE,1.3,18,3.8,345922
1894,76561197989371241,MATUSHIMIU,1.2,16,3.1,1272345
1895,76561197990200258,Merlin,1.1,16,3.2,377755
1896,76561197990986791,steelattack,1.1,14,3.6,1705638
1897,76561197991121000,Ene,0.9,19,4.0,5407831
1898,76561197991757489,aLx,1.1,15,3.2,1913526
1899,76561197992342768,jaxi,1.0,18,3.2,5452403
1900,76561197992548279,ca1nE- * Gamdias,0.7,14,3.3,397797
1901,76561197996436741,SEMINTE__,1.1,19,3.6,6544001
1902,76561197997120009,Cyn,1.0,17,3.6,1114631
1903,76561197999071578,MASINA cs.money,1.1,18,3.0,2721248
1904,76561198000215389,SeDaN,1.1,14,2.8,2366028
1905,76561198001045431,elekTra,1.3,21,3.6,1379629
1906,76561198001144598,juGGaKNot gamehag.com,1.1,17,3.6,5406
1907,76561198002040488,preZ,0.9,13,4.3,4906
1908,76561198002066026,EnzoPoz,1.1,16,3.6,3053977
1909,76561198004028566,displayez,1.3,15,3.2,9796204
1910,76561198004219627,su,0.8,16,3.6,935513
1911,76561198005347960,LETALY2Kftw,1.7,17,2.9,3709894
1912,76561198005908249,SunnY,1.3,19,2.6,517920
1913,76561198006520469,ASROMA,1.0,13,3.8,26672
1914,76561198006663515,swaMp,0.9,16,4.1,4069812
1915,76561198007815336,;swedii,1.1,16,3.1,2000633
1916,76561198010604808,zeRg,1.1,15,3.0,2567754
1917,76561198011203250,Milady Gamie,0.8,19,4.2,381579
1918,76561198012874739,Potato Chips,0.8,13,3.6,2075069
1919,76561198014757120,-RM,1.4,19,2.9,810487
1920,76561198015186787,r a z w,1.2,18,3.4,1557189
1921,76561198015636351,Mister Jay,0.2,20,3.8,714267
1922,76561198019381807,Senaris,1.0,13,4.3,1046838
1923,76561198021611574,bebe <3 aNa cs.money,0.9,16,3.5,3244064
1924,76561198022017564,Emosbloodshot,1.7,21,3.4,1632518
1925,76561198022881625,Bambi,1.1,12,4.1,812459
1926,76561198034772503,denylol (;,1.1,17,3.3,2663714
1927,76561198034990179,caldZera #FPL BOT,1.0,16,2.8,1430639
1928,76561198035891696,sebbyz,0.9,15,3.5,3121786
1929,76561198036267633,Etherfast,1.5,17,3.0,3199880
1930,76561198036625143,pitterman!        R A M B O,1.0,13,3.4,2276041
1931,76561198037898685,Despicable,1.4,15,3.1,1911194
1932,76561198038317302,AmX,1.0,15,3.4,3759739
1933,76561198040906918,.,0.8,13,3.6,1752518
1934,76561198042588923,mdK3,1.8,17,2.9,100381
1935,76561198042810436,Cata,1.8,28,3.0,661267
1936,76561198042887679,VEXIIRO,1.1,16,3.4,2353132
1937,76561198043625331,Eazy E,1.2,15,3.0,949647
1938,76561198044066639,ixeL,1.2,18,3.6,336972
1939,76561198045121320,Bobospider,1.0,17,3.7,383006
1940,76561198045979601,R3d,2.3,17,3.5,133682
1941,76561198047607271,-rAGE^),1.3,17,3.1,594758
1942,76561198050250233,f0rsaken,1.1,16,3.5,6070185
1943,76561198056250461,Bogdan,1.1,15,3.5,3445025
1944,76561198058011427,YodaKrabs,0.9,14,3.9,1123953
1945,76561198058574350,Cocotheone,1.2,12,4.0,1044671
1946,76561198059671415,AnexisNip,1.2,17,8.4,561546
1947,76561198059929616,Clutch - FACEIT.com,1.0,15,3.9,1707810
1948,76561198061668585,TiiaAurora,1.0,21,4.1,584774
1949,76561198062014940,avengeR,1.2,18,3.1,5236172
1950,76561198063446281,KLASSEN[A],1.0,17,3.4,429317
1951,76561198063833391,OPTICAL,1.2,17,3.4,3011474
1952,76561198065782028,$$Xe,1.3,17,3.1,4442441
1953,76561198068876385,sky,1.2,15,3.3,1157772
1954,76561198068908101,STEFVN,2.3,20,2.7,7086289
1955,76561198073167008,dReaMs,1.1,16,3.5,1593964
1956,76561198077094149,FVG*,1.0,13,3.6,3057988
1957,76561198090749662,kRRR,0.9,16,3.6,3288267
1958,76561198091872740,snajperix,1.1,15,3.2,2671060
1959,76561198096311855,remkez XD,0.9,16,3.5,2807515
1960,76561198101077543,GlitchEffect,1.0,18,3.4,396687
1961,76561198103835180,RealCron,1.2,16,3.4,10591023
1962,76561198119057155,safjkade,1.5,17,3.2,3071689
1963,76561198125089745,skeeeton,1.2,18,3.1,1969427
1964,76561198129107861,1chstr PRACC.PW,1.0,17,3.2,2001393
1965,76561198132079685,adyss223,1.0,14,4.3,658861
1966,76561198142563019,HANdreIU,1.4,18,2.3,2516016
1967,76561198151400454,RollerAndrei // Retired,1.1,16,2.7,683762
1968,76561198152131435,markk,1.1,18,3.7,6792939
1969,76561198154768354,POTTIMPPV]]]]]]]]],1.2,15,3.5,2921082
1970,76561198157000386,OmarZi,0.9,15,3.5,2577536
1971,76561198159629212,f0xiEE-,1.1,16,3.1,2022908
1972,76561198161643431,CMaddie,0.8,15,3.6,583372
1973,76561198173063479,chankykyky,1.0,15,4.2,8156005
1974,76561198179258089,psichomiel,0.9,16,4.4,3670929
1975,76561198188400194,hardSAN1,1.0,15,3.1,2657990
1976,76561198194050911,fransi,1.1,15,2.6,1530116
1977,76561198251108080,Dagic Mick,0.9,15,3.4,673844
1978,76561198253328750,siba:),1.2,15,2.8,1342182
1979,76561198259287477,SEBA,1.2,16,2.6,2075114
1980,76561198268694009,zaSami,1.0,18,3.8,532584
1981,76561198277384036,Nuckle,0.6,15,4.4,304207
1982,76561198293887868,cool_star05,0.7,16,3.2,2666013
1983,76561198313845275,miki,0.9,16,3.3,496406
1984,76561198326026795,incompetencilor CS.MONEY,1.1,18,3.4,3280549
1985,76561198344539111,PLAYLIKEME,0.9,13,3.5,975798
1986,76561198365396551,Ra's al Ghul,1.5,18,4.4,6071
1987,76561198385706103,Dobro,1.1,17,3.9,111435
1988,76561198398511922,AlexUnderHood,1.1,15,3.6,5484
1989,76561198416947113,Proton910,0.7,12,3.2,30176
1990,76561198420596049,nosco0pe,1.0,17,3.2,215741
1991,76561198876488634,AlxStarVXD csgoatse.com,0.8,14,4.0,192894
1992,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1993,76561197960661045,Elwood Blues,1.0,19,3.2,579816
1994,76561197961776521,wujo,1.0,15,3.3,1954479
1995,76561197962959954,prawus,0.9,16,3.4,3084035
1996,76561197967897262,EMEMS,1.3,16,2.9,7968484
1997,76561197968490703,maiczanomoreno4,1.2,19,3.3,747971
1998,76561197970809697,evil />  @  SRCDS.pro,1.4,20,2.9,2826417
1999,76561197972450702,Idle-Empire.com | Change,10.5,26,0.5,1263514
2000,76561197976192309,martzon xD,1.0,15,3.5,6207898
2001,76561197977474817,Leon,1.2,16,3.3,3510470
2002,76561197981564745,Shade,1.1,16,3.4,999812
2003,76561197986921049,lowson,0.9,13,3.5,925993
2004,76561198012757265,Muffin',0.8,15,3.3,1224512
2005,76561198016219606,KubiK,1.1,18,3.2,7439931
2006,76561198026909071,Alpen,0.5,15,2.5,461894
2007,76561198029785939,whiskeyo_,1.2,16,3.0,4928765
2008,76561198046344854,zombi,1.2,19,3.4,2069734
2009,76561198060574352,UNluckyMan,1.0,15,3.6,2021261
2010,76561198061796259,ltn:),1.2,17,3.3,21708366
2011,76561198063215093,nitjsefni,1.0,17,4.1,98778
2012,76561198071466122,X,1.6,17,2.7,8002532
2013,76561198119717865,nerph.,0.9,16,3.7,6122164
2014,76561198200528830,kub,0.9,15,3.2,3452367
2015,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
2016,76561197961183087,elber,1.1,19,3.4,1449961
2017,76561197961708378,dtr,1.3,18,3.0,3524900
2018,76561197961980258,diamon,1.4,20,3.1,3035571
2019,76561197962959954,prawus,0.9,16,3.4,3084035
2020,76561197964014225,satisfaction,1.0,15,3.1,431952
2021,76561197964379445,broda,0.9,15,3.2,2765850
2022,76561197967897262,EMEMS,1.3,16,2.9,7968484
2023,76561197969754674,a8d1[btg],1.3,16,3.0,4776948
2024,76561197970085128,moradin,1.2,17,3.2,3779026
2025,76561197973823676,saju,1.0,16,3.0,5034620
2026,76561197976192309,martzon xD,1.0,15,3.5,6207898
2027,76561197978354018,p1xa't0x1cfucker,1.1,19,3.0,4142726
2028,76561197988546960,PAGO cs.money,1.1,16,3.0,6227620
2029,76561197988624850,setonn=D,1.0,16,3.6,5313495
2030,76561197989620454,minise^,1.1,15,2.6,7392480
2031,76561197990182479,THORO/>,1.5,18,3.3,2303260
2032,76561197992022937,EHSIU-.,1.5,20,2.8,7200871
2033,76561197992858143,maxiu,1.1,17,2.9,2695661
2034,76561197995294219,daro,1.1,18,3.0,5003744
2035,76561197996034832,"""uszy",1.5,19,3.3,5047542
2036,76561197996264868,blessyOOOOOOOOOOO,0.9,18,3.6,3158216
2037,76561197996817514,MOLSI,1.1,16,3.1,5772075
2038,76561197997005717,HAJPER,1.0,14,3.2,3058131
2039,76561197997252051,luffyi,1.1,17,2.9,3153636
2040,76561197998267857,bondziorno ragazzo,1.0,15,3.1,2398370
2041,76561197998718682,dzangsss,1.2,16,3.0,4396538
2042,76561197999419392,fraxi,1.1,13,3.3,1529493
2043,76561198001031144,lofty,1.0,18,3.4,1390127
2044,76561198001109552,kaper,1.1,17,3.1,4911940
2045,76561198001579110,BOT GRB,1.3,20,3.9,1508762
2046,76561198002360259,bes,1.0,28,2.3,701251
2047,76561198008253560,wengli,1.1,20,3.0,5041555
2048,76561198009438072,tsl-,1.1,16,3.5,5201029
2049,76561198011507915,STOMP,0.9,18,2.9,4614376
2050,76561198012296014,turu-,1.3,18,2.9,5920824
2051,76561198014487257,muraw NT,1.1,17,3.0,2044463
2052,76561198015603234,nikt,1.1,19,3.4,6691672
2053,76561198016026478,SprinTnt,1.0,18,3.2,2371205
2054,76561198016219606,KubiK,1.1,18,3.2,7439931
2055,76561198016529232,deozJO,1.2,19,1.7,7050624
2056,76561198017619492,niilo,1.0,18,3.2,5796578
2057,76561198018385804,MdNooB,0.9,16,3.6,2314174
2058,76561198018741640,FAME loot.farm,1.2,17,3.2,3869681
2059,76561198018923687,Totty =),1.3,17,2.5,3174099
2060,76561198019765734,SZEJK_^,0.9,16,3.3,6063996
2061,76561198021086145,avis,1.0,18,2.9,3183688
2062,76561198025982078,mYR,1.1,18,3.2,3698032
2063,76561198027872106,destroj,1.2,16,2.6,4120605
2064,76561198029492496,SZEEJN',1.1,17,2.6,4695774
2065,76561198031177046,KLODA nt,1.0,16,3.2,2980499
2066,76561198031539050,`Enzo,1.1,15,3.0,6030429
2067,76561198031622384,misioREX,1.2,18,2.5,7203646
2068,76561198033296257,BETONIAAAAARZ,1.1,15,3.2,906330
2069,76561198035521802,PETZOR,1.0,15,3.6,1227333
2070,76561198036004576,Kamonafide,1.3,19,2.7,2534390
2071,76561198037650058,OWENikk -gjm-,1.2,18,3.1,5706554
2072,76561198038723264,cKy',1.1,18,3.3,4975549
2073,76561198039488786,mati,1.0,17,3.0,3580001
2074,76561198041117234,creativ.,1.4,20,3.1,4802306
2075,76561198041626248,michudator,1.2,18,3.3,5389228
2076,76561198044973449,miloszekiotronic[z],1.2,16,2.9,4650521
2077,76561198050635151,Vegi,1.2,17,3.2,4356422
2078,76561198052632453,F44LA,1.0,19,3.6,10059017
2079,76561198053574105,exhie,0.9,17,3.6,4696033
2080,76561198055085853,w0n5z,1.0,17,3.3,4927584
2081,76561198055740664,wieryba,1.1,17,3.3,3812761
2082,76561198056390082,mako,0.9,15,2.7,3589980
2083,76561198061640341,syn djabeu shrtjzs,1.2,19,3.1,2543246
2084,76561198061796259,ltn:),1.2,17,3.3,21708366
2085,76561198068193814,used to be average,1.2,19,3.0,3410144
2086,76561198070379441,Glok :))),0.9,19,3.2,3073255
2087,76561198071466122,X,1.6,17,2.7,8002532
2088,76561198083632287,Aluna,0.9,17,3.6,1942133
2089,76561198083653673,Awii,1.0,16,3.1,2774150
2090,76561198090459061,Killkapi,1.4,16,2.6,5297808
2091,76561198091652756,HYCZKA,1.1,17,3.6,3038281
2092,76561198092194473,PeTeeeeR,0.9,15,2.9,8678747
2093,76561198099481536,Technik,0.9,15,4.1,1192381
2094,76561198104934577,Kalinored izicase.pl CME.GG,0.4,17,2.8,2890352
2095,76561198105662369,przemeklovel,1.3,17,3.0,2340422
2096,76561198110216656,boxv;x,1.3,17,2.8,4274641
2097,76561198111932829,prime,1.0,16,3.0,754676
2098,76561198116633601,4m3 h1z1hunt.com,1.1,14,3.1,965001
2099,76561198116767136,marginesbledu,1.1,14,3.0,4592096
2100,76561198120742789,#M0NTE,0.8,14,3.5,2870277
2101,76561198132327215,kreo,1.1,16,3.2,4266721
2102,76561198137094935,MajkelN1,1.0,17,3.3,4528295
2103,76561198138931940,Smajl,1.2,16,3.2,2047749
2104,76561198139315962,olfiiShr,1.1,14,3.1,5329183
2105,76561198139612738,Isaac Cox,0.7,18,3.2,6870733
2106,76561198139630526,przewodnik wartosci,1.3,14,3.1,2724142
2107,76561198143180378,trochu,1.5,18,3.1,6054317
2108,76561198145119497,L4MP4,1.1,19,3.9,4170005
2109,76561198146391264,discoStar,1.1,16,2.9,4358518
2110,76561198147870682,hikari,1.3,19,2.8,2623404
2111,76561198149327570,baddyG,1.0,16,3.4,8527025
2112,76561198156091343,Gjuby,0.9,18,3.7,5662536
2113,76561198164402219,High-end,1.0,17,3.4,5936345
2114,76561198164459186,vinS,0.9,18,3.8,468832
2115,76561198165407654,crankk,1.3,17,2.9,4196475
2116,76561198165546150,NKT,1.1,17,2.9,3063063
2117,76561198165668236,Ezg0t nt,0.9,18,2.8,2607992
2118,76561198165970068,czonrad^^nt,1.0,14,3.3,5546738
2119,76561198171246622,froxsh,1.1,17,2.8,3732294
2120,76561198173423701,sOKU;-DDD,0.9,16,3.4,3510569
2121,76561198177482858,FireBarcik ///,1.0,15,3.4,4122962
2122,76561198184979557,LETi,1.0,17,3.1,2648474
2123,76561198190097986,kaeN,1.2,18,2.7,2437532
2124,76561198207670976,grzes1xon,1.1,16,3.2,3215334
2125,76561198210385620,dyzio i chuj,0.8,14,2.5,3975069
2126,76561198213544991,Olkaa.,0.9,18,3.5,1220352
2127,76561198215449844,paTiTekhe_he ;)),1.1,16,3.0,4398772
2128,76561198231677504,Woj mental 230 lvl,1.0,19,3.5,2577179
2129,76561198239703158,tuzza,1.0,18,3.1,3750559
2130,76561198255454589,Luure,0.8,23,4.6,679668
2131,76561198269525582,Aderka,0.8,18,4.0,1157536
2132,76561198276690889,montrox,0.9,16,3.2,1824034
2133,76561198293777083,ruben;,0.8,15,3.4,2007050
2134,76561198298272416,myth,1.3,19,2.8,1890729
2135,76561198300018903,SwitCHu,1.1,17,3.5,1639323
2136,76561198307047258,K@T,1.1,15,3.7,592830
2137,76561198314063086,Skrzynski nt',1.1,16,3.0,2072508
2138,76561198331163994,luuq_-,0.8,18,3.3,2593613
2139,76561198331984841,czeczado,1.1,18,3.7,1219855
2140,76561198338536108,EMILKA16,0.9,16,2.7,2402938
2141,76561198364285487,ThaX #2017,1.2,14,2.6,1864983
2142,76561198406009188,Kizzzi,1.1,14,2.4,1909594
2143,76561198409701337,hal,0.9,17,3.2,913586
2144,76561198808407269,Twitch.tv/ntlcsgo,1.0,17,3.6,367553
2145,76561198844283151,.SUUNI,1.2,18,3.2,393059
2146,76561198844403803,Prime,0.9,17,2.5,291475
2147,76561198859309745,klnnBeast,1.0,18,2.9,185152
2148,76561197960400109,Flegma <csadria.org>,1.2,15,3.3,753906
2149,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
2150,76561197962267593,INFAAAAAAAAAAAA,1.2,22,2.3,721740
2151,76561197962630083,s4nj1ca,1.0,17,3.0,1517465
2152,76561197968543066,CONFy,1.1,15,3.1,470459
2153,76561197970099546,tranquila,0.9,16,3.6,1191054
2154,76561197972509665,NyX',1.2,18,3.5,4843496
2155,76561197977659430,saveeey,1.1,18,3.0,6272761
2156,76561197986799827,ne,1.0,17,3.6,11701912
2157,76561197988602311,t3h,1.1,18,3.0,15387772
2158,76561197989686129,ceh9,0.8,14,3.1,2540226
2159,76561197993450024,MaTaFe,0.9,17,3.4,6324982
2160,76561197993995860,flasha,0.9,18,3.6,6550749
2161,76561197994016661,benq1aw,0.9,16,3.5,3591721
2162,76561197995081224,Key-store 111 RTM,1.1,15,3.4,2653789
2163,76561197995311739,tHE Sick^1000 fORM of FEAR^,1.3,15,3.4,3594314
2164,76561197996541518,Ivchoniii,1.0,19,3.6,2842669
2165,76561197997917134,FearSC | FACEIT.com,1.4,15,2.7,640837
2166,76561197999071578,MASINA cs.money,1.1,18,3.0,2721248
2167,76561197999712198,DiMKe travelsites.com,1.0,17,4.0,13082629
2168,76561197999745337,eLSerbiaN,1.0,17,3.1,4066696
2169,76561198000173722,Bux^ ==D,0.8,15,3.6,3766353
2170,76561198000202213,DateX,1.2,17,2.8,1947645
2171,76561198000355250,xoshty,1.1,16,3.1,8294065
2172,76561198000682228,skovA,1.1,16,3.4,4381885
2173,76561198002066026,EnzoPoz,1.1,16,3.6,3053977
2174,76561198002942763,acoR,1.6,19,2.2,7088823
2175,76561198004152811,dav1nh0z,1.0,17,3.7,6566641
2176,76561198008103233,daj genge,1.0,18,4.0,5428134
2177,76561198010019832,TRIGY,1.0,16,3.6,2522072
2178,76561198012862659,KenShqX,1.2,18,3.0,3560904
2179,76561198014615416,BiP ScaV/T/,1.1,18,3.2,2883839
2180,76561198016871551,savela,0.8,16,3.7,2858115
2181,76561198018447045,dZON1KA,2.3,19,2.4,2210331
2182,76561198018941102,BjnsN,0.9,15,3.7,777815
2183,76561198019580163,REAL OG'i ^^,1.0,16,3.2,3172796
2184,76561198026876039,.prvi,1.1,15,3.1,3159410
2185,76561198029683049,buue,0.9,18,3.8,12270155
2186,76561198030323900,pNshr-YNWA-,1.0,18,3.9,9475875
2187,76561198033253133,d3k1,1.0,16,2.8,3919447
2188,76561198033906327,NucLeuS^,1.2,16,3.0,2344460
2189,76561198037379322,Aky,1.5,18,2.7,2511682
2190,76561198039537182,kalu,1.1,17,3.3,3579573
2191,76561198041686681,1HT,1.0,16,3.0,970049
2192,76561198045037774,Christian,1.2,17,2.7,6065383
2193,76561198054060634,yt.com/c/LONELYEDITOR,1.1,17,3.0,1313597
2194,76561198057679931,tEENa[BK] twitch.tv/teenabk,0.7,19,4.1,1953068
2195,76561198061540169,Nina,0.8,16,3.7,743559
2196,76561198061842351,Urosh,1.3,18,2.9,639082
2197,76561198065782028,$$Xe,1.3,17,3.1,4442441
2198,76561198072366739,Bustem,0.9,16,4.1,8583157
2199,76561198074260301,jezivi NN,1.0,16,3.4,305718
2200,76561198075173188,bodito =DD,1.0,18,3.3,8926864
2201,76561198076388653,Impulse[:,1.0,18,3.0,4688391
2202,76561198082278912,cartel,1.2,20,3.3,1470329
2203,76561198083485506,woxic,1.1,16,2.7,4253586
2204,76561198085721466,EXR1G ;>,1.3,17,3.0,3688888
2205,76561198095810376,inch,0.9,15,3.1,1171940
2206,76561198096211728,Deni,1.4,19,2.9,2554975
2207,76561198100705406,SuperSilvan | Ubisoft,1.1,17,3.4,1474712
2208,76561198106930492,Thama,1.0,16,3.2,1090291
2209,76561198114102345,Hardy,1.1,19,3.5,5834869
2210,76561198116380584,ALE,0.8,15,3.6,1669591
2211,76561198116634590,~G~,1.0,16,3.7,837605
2212,76561198117133515,Muy Criminal,0.7,15,3.1,4736766
2213,76561198118777789,sao,1.0,16,3.2,2425860
2214,76561198120187979,MAiKEL-,1.0,16,3.0,6512904
2215,76561198120215734,Dragon,1.2,14,3.0,3336851
2216,76561198124512720,Shadowhuntress,0.8,16,3.5,1329831
2217,76561198124775753,blueface kesszi,0.9,17,3.5,4676240
2218,76561198126105865,stylez,1.4,17,2.8,3193585
2219,76561198137313384,SandroXiX,0.9,19,3.9,2105824
2220,76561198140794175,UNTOUCHED,1.0,18,3.7,8781057
2221,76561198150587452,kEZy :],1.3,16,2.8,4011824
2222,76561198152378187,uNiQUE.sach SENER1,1.2,14,3.1,4528531
2223,76561198162731794,lancemi,1.2,19,3.2,421958
2224,76561198165452027,maden travelsites.com,1.1,16,2.8,4237631
2225,76561198165500201,hrs,1.0,16,3.2,2008202
2226,76561198166198452,OMEGA)),1.1,17,3.4,2785309
2227,76561198168786057,comikaa,0.9,18,3.9,341796
2228,76561198169208061,raniiiN,0.8,15,3.3,4245004
2229,76561198169363425,miksen,1.3,16,3.3,890732
2230,76561198172891025,NKShark'Z,1.1,19,3.6,3171476
2231,76561198180777374,TUROK,1.0,16,3.3,2726044
2232,76561198182026841,rile.,0.7,18,3.2,3078210
2233,76561198183848383,mileSaiyajiN,0.6,14,4.1,2019021
2234,76561198188851953,NjaNja <3,1.1,17,2.5,934197
2235,76561198207109432,Rock1nGwOw,1.1,15,3.5,9827712
2236,76561198212041424,SEN1K,1.0,21,2.9,900662
2237,76561198263191875,BOGISHA_,1.0,17,2.8,3118004
2238,76561198265473295,Jakob,1.2,19,3.4,1076359
2239,76561198273476231,bEz3z =),1.1,17,2.8,1890208
2240,76561198335804903,C1RE tata,0.9,17,3.3,852900
2241,76561198350372203,zivke,1.1,18,2.6,692554
2242,76561198378265944,Never LaKi,1.1,18,2.9,948987
2243,76561198427586217,... gamdom.com,1.0,16,2.9,359474
2244,76561198802782765,Djici,0.9,16,3.0,925825
2245,76561198851491321,nutellazpw-,0.9,14,3.4,235385
2246,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
2247,76561197963682761,HS,1.1,15,3.1,6140202
2248,76561197965635338,vuu,1.1,17,3.0,809790
2249,76561197977105184,Ned Kelly,1.2,17,3.3,7510295
2250,76561197977462472,TommyM,1.1,17,3.1,2415306
2251,76561197979669175,thomas toG,1.3,17,2.7,3699734
2252,76561197980339353,aNdz,0.9,16,3.5,10014068
2253,76561197983031494,felps,1.3,17,3.6,10365908
2254,76561197988352847,Polly,1.2,19,2.9,4178480
2255,76561197989692836,nafu,1.0,18,3.7,7673132
2256,76561197989788458,seb-,1.5,20,3.7,894888
2257,76561197991272318,ropz,1.0,24,3.2,2234405
2258,76561197993995860,flasha,0.9,18,3.6,6550749
2259,76561198001270892,jOELZ-TNT-,1.5,16,2.7,7175417
2260,76561198002339159,jre,1.0,12,2.8,4825285
2261,76561198016345850,Grande,1.3,14,2.5,3741515
2262,76561198017015164,AcilioN,1.0,22,3.8,226797
2263,76561198017578295,pyth =DD,1.2,15,2.7,7914056
2264,76561198017671061,suNny,1.2,18,2.9,12405583
2265,76561198018008308,AWPimp - Twitch.tv/PimpCSGO,1.3,19,3.2,8759283
2266,76561198018027263,Velho Ditado,1.1,17,2.8,3709800
2267,76561198027330379,Radifaction,1.2,16,3.3,7101976
2268,76561198027468816,freddieb,1.2,17,3.2,5729831
2269,76561198030318239,ENVI,0.9,16,3.1,3834950
2270,76561198031930653,B4LSTAD,0.9,16,3.3,1757288
2271,76561198033141686,aurorayaaay,0.7,16,3.6,4107630
2272,76561198034322112,xyndt,1.4,14,2.8,4793969
2273,76561198034802779,eNjiin,1.2,14,3.2,939639
2274,76561198037936796,dannY,0.8,16,3.4,9541883
2275,76561198049794434,destiny,0.9,17,4.0,14720558
2276,76561198056277729,simiz,1.1,15,3.4,2912876
2277,76561198060367310,hallzerk,1.1,17,1.6,3326320
2278,76561198072264947,Subroza,0.9,16,3.4,8174216
2279,76561198083485506,woxic,1.1,16,2.7,4253586
2280,76561198106620196,Haxzer * haxzer.no,1.2,18,3.3,2801732
2281,76561198119125949,marcelious,1.4,19,2.6,2519246
2282,76561198119371918,IdaiVI,0.9,18,3.4,645560
2283,76561198161926616,Tokio,1.2,17,3.0,1122523
2284,76561198164402219,High-end,1.0,17,3.4,5936345
2285,76561198185019181,jolietoGg,0.9,17,3.1,4150227
2286,76561198197085094,w4rmach1ne,1.4,14,2.9,1444643
2287,76561198202497798,Luxus Joggesko,1.0,17,2.9,861585
2288,76561198401311502,flixje,0.8,16,3.0,888555
2289,76561197960337622,pitrek,1.0,18,3.0,1512889
2290,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
2291,76561197979975603,sajken,1.0,15,3.3,2825374
2292,76561197989198140,emeser-,1.3,20,2.5,3032337
2293,76561198000694712,I`m,1.1,17,3.4,1119136
2294,76561198002036164,KampNO | ergO !,1.0,14,3.7,525980
2295,76561198002793463,KAKAROT,1.0,22,2.4,1372946
2296,76561198003289342,fullspeed`,1.2,15,2.6,6957124
2297,76561198006657909,bsk,1.0,16,3.6,476544
2298,76561198014525556,Alask,1.0,20,3.7,4590014
2299,76561198016026478,SprinTnt,1.0,18,3.2,2371530
2300,76561198018385804,MdNooB,0.9,16,3.6,2314174
2301,76561198026424901,wooToo,1.2,17,3.1,3501797
2302,76561198027872106,destroj,1.2,16,2.6,4120605
2303,76561198029785939,whiskeyo_,1.2,16,3.0,4928765
2304,76561198031539050,`Enzo,1.1,15,3.0,6030897
2305,76561198033533067,Porya,1.2,14,3.0,6243950
2306,76561198046163834,ZJARANY,0.9,16,3.6,2668335
2307,76561198049302018,kote,1.1,15,3.0,2224447
2308,76561198069661897,TiburoN,1.2,16,3.2,3857484
2309,76561198069971299,MORFAN,1.0,16,3.4,7129608
2310,76561198138113790,Rainwaker,1.1,22,3.5,2408436
2311,76561198140390131,mhL,1.1,15,2.8,3631656
2312,76561198146391264,discoStar,1.1,16,2.9,4359035
2313,76561198148047557,Twixie,1.4,17,3.0,6582637
2314,76561198149327570,baddyG,1.0,16,3.4,8527025
2315,76561198150702257,reiko,0.9,20,3.3,4058339
2316,76561198155962995,mhN1,1.0,18,3.3,4781998
2317,76561198156702921,lady chaos,0.9,15,3.5,3134700
2318,76561198162970216,splawikxd,1.0,15,2.9,4969587
2319,76561198171246622,froxsh,1.1,17,2.8,3732294
2320,76561198180619758,SlooKy,0.9,15,3.1,4140453
2321,76561198218523971,=),1.0,20,3.2,3040367
2322,76561198239703158,tuzza,1.0,18,3.1,3750559
2323,76561198263913372,villiGxd,1.2,17,3.2,4381135
2324,76561198276610460,Spr!Nt2k,1.0,15,3.1,3215340
2325,76561198301809044,-lemon-,1.0,19,3.9,7319884
2326,76561198332373435,Dom1n_1K,1.1,16,3.1,754665
2327,76561198338536108,EMILKA16,0.9,16,2.7,2402938
2328,76561198378920250,^^ Pati ^^,1.0,18,3.1,668267
2329,76561198385791280,Nicetta,1.1,17,3.2,624460
2330,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
2331,76561197963453095,nok,1.2,15,3.2,1813823
2332,76561197967911062,chemp,1.0,16,3.0,1177762
2333,76561197986822203,czito,1.3,19,3.1,1530125
2334,76561198034735684,inu.,0.9,20,3.4,660542
2335,76561198040358948,Bryczkowski,1.5,18,3.3,1495483
2336,76561198066197532,rays of unnatural sizes,0.9,16,4.0,625359
2337,76561198113032254,-={L}ole{K}=- hellcase.com,1.2,16,2.8,948760
2338,76561198136313290,by,1.1,16,3.1,2713913
2339,76561198151077175,Kofin,0.5,14,4.1,2787813
2340,76561198164541379,M*,0.9,16,3.1,4142322
2341,76561198176025422,Giannis Antetokounmpo,0.9,13,3.8,1756943
2342,76561198212942536,F1ZZ,1.0,15,3.1,1476335
2343,76561198245460576,Myrelle,1.1,15,3.5,62409
2344,76561198274901392,anoT <<< cs.money,1.0,16,4.2,590124
2345,76561198338907578,dusiek,1.3,16,2.4,1257262
2346,76561198862375504,[a]diSon_,1.0,17,4.3,252223
2347,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
2348,76561197961927834,Egor K.,1.0,17,3.6,6706123
2349,76561197965635338,vuu,1.1,17,3.0,809790
